ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,FT2,PERMIT#,APPL. TYPE,ISSUED DATE
703  ,HYDRUS PRIV ,K2J6W1,Ward 3,4M-1705,11,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,Construct a 3 storey 12 unit back to back rowhouse dwelling,12.0,2175309.12,19506.0,2207463,Construction,2022-09-20 11:49:54
705  ,HYDRUS PRIV ,K2J6W1,Ward 3,4M-1705,11,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,Construct a 3 storey 12 unit back to back rowhouse dwelling,12.0,2175309.12,19506.0,2207463,Construction,2022-09-20 11:49:54
707  ,HYDRUS PRIV ,K2J6W1,Ward 3,4M-1705,11,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,Construct a 3 storey 12 unit back to back rowhouse dwelling,12.0,2175309.12,19506.0,2207463,Construction,2022-09-20 11:49:54
709  ,HYDRUS PRIV ,K2J6W1,Ward 3,4M-1705,11,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,Construct a 3 storey 12 unit back to back rowhouse dwelling,12.0,2175309.12,19506.0,2207463,Construction,2022-09-20 11:49:54
711  ,HYDRUS PRIV ,K2J6W1,Ward 3,4M-1705,11,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,Construct a 3 storey 12 unit back to back rowhouse dwelling,12.0,2175309.12,19506.0,2207463,Construction,2022-09-20 11:49:54
900  ,NOVA PRIV ,K2J6W1,Ward 3,4M-1705,11,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,Construct a 3 storey 12 unit back to back rowhouse dwelling,12.0,2175309.12,19506.0,2207463,Construction,2022-09-20 11:49:54
902  ,NOVA PRIV ,K2J6W1,Ward 3,4M-1705,11,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,Construct a 3 storey 12 unit back to back rowhouse dwelling,12.0,2175309.12,19506.0,2207463,Construction,2022-09-20 11:49:54
904  ,NOVA PRIV ,K2J6W1,Ward 3,4M-1705,11,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,Construct a 3 storey 12 unit back to back rowhouse dwelling,12.0,2175309.12,19506.0,2207463,Construction,2022-09-20 11:49:54
906  ,NOVA PRIV ,K2J6W1,Ward 3,4M-1705,11,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,Construct a 3 storey 12 unit back to back rowhouse dwelling,12.0,2175309.12,19506.0,2207463,Construction,2022-09-20 11:49:54
908  ,NOVA PRIV ,K2J6W1,Ward 3,4M-1705,11,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,Construct a 3 storey 12 unit back to back rowhouse dwelling,12.0,2175309.12,19506.0,2207463,Construction,2022-09-20 11:49:54
910  ,NOVA PRIV ,K2J6W1,Ward 3,4M-1705,11,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,Construct a 3 storey 12 unit back to back rowhouse dwelling,12.0,2175309.12,19506.0,2207463,Construction,2022-09-20 11:49:54
339  ,OLIVENITE PRIV ,K2J4H7,Ward 3,,14,CONTRACTOR UNKNOWN,Stacked Rowhouse,Nepean,Construct a 12- 3 storey stacked and back to back townhomes,12.0,2032040.16,14576.0,2207464,Construction,2022-09-20 11:51:26
341  ,OLIVENITE PRIV ,K2J4H7,Ward 3,,14,CONTRACTOR UNKNOWN,Stacked Rowhouse,Nepean,Construct a 12- 3 storey stacked and back to back townhomes,12.0,2032040.16,14576.0,2207464,Construction,2022-09-20 11:51:26
343  ,OLIVENITE PRIV ,K2J4H7,Ward 3,,14,CONTRACTOR UNKNOWN,Stacked Rowhouse,Nepean,Construct a 12- 3 storey stacked and back to back townhomes,12.0,2032040.16,14576.0,2207464,Construction,2022-09-20 11:51:26
345  ,OLIVENITE PRIV ,K2J4H7,Ward 3,,14,CONTRACTOR UNKNOWN,Stacked Rowhouse,Nepean,Construct a 12- 3 storey stacked and back to back townhomes,12.0,2032040.16,14576.0,2207464,Construction,2022-09-20 11:51:26
347  ,OLIVENITE PRIV ,K2J4H7,Ward 3,,14,CONTRACTOR UNKNOWN,Stacked Rowhouse,Nepean,Construct a 12- 3 storey stacked and back to back townhomes,12.0,2032040.16,14576.0,2207464,Construction,2022-09-20 11:51:26
349  ,OLIVENITE PRIV ,K2J4H7,Ward 3,,14,CONTRACTOR UNKNOWN,Stacked Rowhouse,Nepean,Construct a 12- 3 storey stacked and back to back townhomes,12.0,2032040.16,14576.0,2207464,Construction,2022-09-20 11:51:26
351  ,OLIVENITE PRIV ,K2J4H7,Ward 3,,14,CONTRACTOR UNKNOWN,Stacked Rowhouse,Nepean,Construct a 12- 3 storey stacked and back to back townhomes,12.0,2032040.16,14576.0,2207464,Construction,2022-09-20 11:51:26
353  ,OLIVENITE PRIV ,K2J4H7,Ward 3,,14,CONTRACTOR UNKNOWN,Stacked Rowhouse,Nepean,Construct a 12- 3 storey stacked and back to back townhomes,12.0,2032040.16,14576.0,2207464,Construction,2022-09-20 11:51:26
962  ,CHAPMAN MILLS DR ,K2J4H7,Ward 3,,14,CONTRACTOR UNKNOWN,Stacked Rowhouse,Nepean,Construct a 12- 3 storey stacked and back to back townhomes,12.0,2032040.16,14576.0,2207464,Construction,2022-09-20 11:51:26
964  ,CHAPMAN MILLS DR ,K2J4H7,Ward 3,,14,CONTRACTOR UNKNOWN,Stacked Rowhouse,Nepean,Construct a 12- 3 storey stacked and back to back townhomes,12.0,2032040.16,14576.0,2207464,Construction,2022-09-20 11:51:26
966  ,CHAPMAN MILLS DR ,K2J4H7,Ward 3,,14,CONTRACTOR UNKNOWN,Stacked Rowhouse,Nepean,Construct a 12- 3 storey stacked and back to back townhomes,12.0,2032040.16,14576.0,2207464,Construction,2022-09-20 11:51:26
968  ,CHAPMAN MILLS DR ,K2J4H7,Ward 3,,14,CONTRACTOR UNKNOWN,Stacked Rowhouse,Nepean,Construct a 12- 3 storey stacked and back to back townhomes,12.0,2032040.16,14576.0,2207464,Construction,2022-09-20 11:51:26
333  ,PARALLAX PRIV ,K2J6W1,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 12 unit 3 storey back to back townhomes,12.0,2175309.12,19506.0,2207465,Construction,2022-09-20 11:55:34
335  ,PARALLAX PRIV ,K2J4J4,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 12 unit 3 storey back to back townhomes,12.0,2175309.12,19506.0,2207465,Construction,2022-09-20 11:55:34
337  ,PARALLAX PRIV ,K2J4J4,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 12 unit 3 storey back to back townhomes,12.0,2175309.12,19506.0,2207465,Construction,2022-09-20 11:55:34
339  ,PARALLAX PRIV ,K2J4J4,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 12 unit 3 storey back to back townhomes,12.0,2175309.12,19506.0,2207465,Construction,2022-09-20 11:55:34
341  ,PARALLAX PRIV ,K2J4J4,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 12 unit 3 storey back to back townhomes,12.0,2175309.12,19506.0,2207465,Construction,2022-09-20 11:55:34
343  ,PARALLAX PRIV ,K2J4J4,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 12 unit 3 storey back to back townhomes,12.0,2175309.12,19506.0,2207465,Construction,2022-09-20 11:55:34
700  ,HYDRUS PRIV ,K2J6W1,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 12 unit 3 storey back to back townhomes,12.0,2175309.12,19506.0,2207465,Construction,2022-09-20 11:55:34
702  ,HYDRUS PRIV ,K2J6W1,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 12 unit 3 storey back to back townhomes,12.0,2175309.12,19506.0,2207465,Construction,2022-09-20 11:55:34
704  ,HYDRUS PRIV ,K2J6W1,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 12 unit 3 storey back to back townhomes,12.0,2175309.12,19506.0,2207465,Construction,2022-09-20 11:55:34
706  ,HYDRUS PRIV ,K2J6W1,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 12 unit 3 storey back to back townhomes,12.0,2175309.12,19506.0,2207465,Construction,2022-09-20 11:55:34
708  ,HYDRUS PRIV ,K2J6W1,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 12 unit 3 storey back to back townhomes,12.0,2175309.12,19506.0,2207465,Construction,2022-09-20 11:55:34
710  ,HYDRUS PRIV ,K2J6W1,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 12 unit 3 storey back to back townhomes,12.0,2175309.12,19506.0,2207465,Construction,2022-09-20 11:55:34
345  ,PARALLAX PRIV ,K2J4J4,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 10 unit 3-storey back to back townhouses,10.0,1767815.04,15852.0,2207466,Construction,2022-09-20 11:56:14
347  ,PARALLAX PRIV ,K2J4J4,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 10 unit 3-storey back to back townhouses,10.0,1767815.04,15852.0,2207466,Construction,2022-09-20 11:56:14
349  ,PARALLAX PRIV ,K2J4J4,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 10 unit 3-storey back to back townhouses,10.0,1767815.04,15852.0,2207466,Construction,2022-09-20 11:56:14
351  ,PARALLAX PRIV ,K2J4J4,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 10 unit 3-storey back to back townhouses,10.0,1767815.04,15852.0,2207466,Construction,2022-09-20 11:56:14
353  ,PARALLAX PRIV ,K2J4J4,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 10 unit 3-storey back to back townhouses,10.0,1767815.04,15852.0,2207466,Construction,2022-09-20 11:56:14
712  ,HYDRUS PRIV ,K2J6W1,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 10 unit 3-storey back to back townhouses,10.0,1767815.04,15852.0,2207466,Construction,2022-09-20 11:56:14
713  ,HYDRUS PRIV ,K2J6W1,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 10 unit 3-storey back to back townhouses,10.0,1767815.04,15852.0,2207466,Construction,2022-09-20 11:56:14
714  ,HYDRUS PRIV ,K2J4J4,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 10 unit 3-storey back to back townhouses,10.0,1767815.04,15852.0,2207466,Construction,2022-09-20 11:56:14
715  ,HYDRUS PRIV ,K2J6W1,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 10 unit 3-storey back to back townhouses,10.0,1767815.04,15852.0,2207466,Construction,2022-09-20 11:56:14
716  ,HYDRUS PRIV ,K2J4J4,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 10 unit 3-storey back to back townhouses,10.0,1767815.04,15852.0,2207466,Construction,2022-09-20 11:56:14
717  ,HYDRUS PRIV ,K2J6W1,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 10 unit 3-storey back to back townhouses,10.0,1767815.04,15852.0,2207466,Construction,2022-09-20 11:56:14
718  ,HYDRUS PRIV ,K2J4J4,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 10 unit 3-storey back to back townhouses,10.0,1767815.04,15852.0,2207466,Construction,2022-09-20 11:56:14
719  ,HYDRUS PRIV ,K2J6W1,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 10 unit 3-storey back to back townhouses,10.0,1767815.04,15852.0,2207466,Construction,2022-09-20 11:56:14
720  ,HYDRUS PRIV ,K2J4J4,Ward 3,4M-1705,11,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Construct a 10 unit 3-storey back to back townhouses,10.0,1767815.04,15852.0,2207466,Construction,2022-09-20 11:56:14
713  ,HYDRUS PRIV ,K2J6W1,Ward 3,,,MATTAMY (HALF MOON BAY) LIMITED,Rowhouse,Nepean,Construct a 3 storey 12 unit back to back townhouse,10.0,1787442.56,16028.0,2207467,Construction,2022-09-20 12:00:29
715  ,HYDRUS PRIV ,K2J6W1,Ward 3,,,MATTAMY (HALF MOON BAY) LIMITED,Rowhouse,Nepean,Construct a 3 storey 12 unit back to back townhouse,10.0,1787442.56,16028.0,2207467,Construction,2022-09-20 12:00:29
717  ,HYDRUS PRIV ,K2J6W1,Ward 3,,,MATTAMY (HALF MOON BAY) LIMITED,Rowhouse,Nepean,Construct a 3 storey 12 unit back to back townhouse,10.0,1787442.56,16028.0,2207467,Construction,2022-09-20 12:00:29
719  ,HYDRUS PRIV ,K2J6W1,Ward 3,,,MATTAMY (HALF MOON BAY) LIMITED,Rowhouse,Nepean,Construct a 3 storey 12 unit back to back townhouse,10.0,1787442.56,16028.0,2207467,Construction,2022-09-20 12:00:29
721  ,HYDRUS PRIV ,K2J4J4,Ward 3,,,MATTAMY (HALF MOON BAY) LIMITED,Rowhouse,Nepean,Construct a 3 storey 12 unit back to back townhouse,10.0,1787442.56,16028.0,2207467,Construction,2022-09-20 12:00:29
912  ,NOVA PRIV ,K2J6W1,Ward 3,,,MATTAMY (HALF MOON BAY) LIMITED,Rowhouse,Nepean,Construct a 3 storey 12 unit back to back townhouse,10.0,1787442.56,16028.0,2207467,Construction,2022-09-20 12:00:29
914  ,NOVA PRIV ,K2J6W1,Ward 3,,,MATTAMY (HALF MOON BAY) LIMITED,Rowhouse,Nepean,Construct a 3 storey 12 unit back to back townhouse,10.0,1787442.56,16028.0,2207467,Construction,2022-09-20 12:00:29
916  ,NOVA PRIV ,K2J6W1,Ward 3,,,MATTAMY (HALF MOON BAY) LIMITED,Rowhouse,Nepean,Construct a 3 storey 12 unit back to back townhouse,10.0,1787442.56,16028.0,2207467,Construction,2022-09-20 12:00:29
918  ,NOVA PRIV ,K2J6W1,Ward 3,,,MATTAMY (HALF MOON BAY) LIMITED,Rowhouse,Nepean,Construct a 3 storey 12 unit back to back townhouse,10.0,1787442.56,16028.0,2207467,Construction,2022-09-20 12:00:29
920  ,NOVA PRIV ,K2J6W1,Ward 3,,,MATTAMY (HALF MOON BAY) LIMITED,Rowhouse,Nepean,Construct a 3 storey 12 unit back to back townhouse,10.0,1787442.56,16028.0,2207467,Construction,2022-09-20 12:00:29
2434  ,WATERCOLOURS WAY ,K2J6N8,Ward 3,4M-1705,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,Construct a 3 storey block of 5 rowhouse dwellings,5.0,964313.44,8647.0,2207468,Construction,2022-09-20 12:02:58
2436  ,WATERCOLOURS WAY ,K2J6N8,Ward 3,4M-1705,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,Construct a 3 storey block of 5 rowhouse dwellings,5.0,964313.44,8647.0,2207468,Construction,2022-09-20 12:02:58
2438  ,WATERCOLOURS WAY ,K2J6N8,Ward 3,4M-1705,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,Construct a 3 storey block of 5 rowhouse dwellings,5.0,964313.44,8647.0,2207468,Construction,2022-09-20 12:02:58
2440  ,WATERCOLOURS WAY ,K2J6N8,Ward 3,4M-1705,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,Construct a 3 storey block of 5 rowhouse dwellings,5.0,964313.44,8647.0,2207468,Construction,2022-09-20 12:02:58
2442  ,WATERCOLOURS WAY ,K2J6N8,Ward 3,4M-1705,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,Construct a 3 storey block of 5 rowhouse dwellings,5.0,964313.44,8647.0,2207468,Construction,2022-09-20 12:02:58
651  ,EGRET WAY ,K2J6K9,Ward 3,4M1626,30,MALLETTE LANDSCAPING INC,Single,Nepean,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2207469,Pool Enclosure,2022-09-20 12:09:52
1201  ,LOGISTICS PRIV ,K1G3N2,Ward 10,,PT LOTS 3-5,CONTRACTOR UNKNOWN,Industrial,Gloucester,Tenant fit up in a 1 storey industrial building (Building A2 - warehouse/office for Fedex),0.0,3094170.1,66584.25,2207472,Construction,2022-09-20 12:23:35
832  ,ANTONIO FARLEY ST ,K4A5J9,Ward 19,tbd,10F,TAMARACK HOMES,Single,Cumberland,Construct a 1 Storey Single with attached garage  Model: 4496 2020 bsmt bed,1.0,282769.0,1691.0,2207473,Construction,2022-09-20 13:04:56
25  ,RANGE RD ,K1N8J7,Ward 12,15632,,LABELLE TENTS,Other,Old Ottawa,TEMPORARY PERMIT: Erect a temporary tent for a special event (Strathcona Park - Ottawa International Animation Festival),0.0,5000.0,4800.0,2207474,Construction,2022-09-20 13:12:54
1742  ,METCALFE FARM DR ,K0A2P0,Ward 20,4M-1686,19,***CONTRACTOR***,Single,Osgoode,Construct a 1 storey detached dwelling,1.0,468764.14,2522.0,2207475,Construction,2022-09-20 13:17:37
2395  ,"ST-JOSEPH, BOUL  ",K1C1E9,Ward 1,,4,CONTRACTOR UNKNOWN,Mixed,Gloucester,Construct a 2 storey addition and interior alterations to a  2 storey mixed use building,0.0,38000.0,1678.0,2207476,Construction,2022-09-20 14:01:55
2460  ,CARP RD ,K0A1L0,Ward 5,4M-,5,CONTRACTOR UNKNOWN,Industrial,West Carleton,Construct a 1 storey addition to a warehouse building,0.0,714232.07,6404.52,2207477,Construction,2022-09-20 14:06:07
37 / ,IVY CRES ,K1M1Y1,Ward 13,68,N PT LOT 40,ADCOR CONSTRUCTION,Single,Old Ottawa,"Interior alterations in a 2 storey detached dwelling (finish basement, lowering basement floor)",0.0,45613.92,736.0,2207478,Construction,2022-09-20 14:17:27
1872  ,ELEVATION RD ,,Ward 21,4M-1693,,TAMARACK HOMES,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: T-19 Harmony 2022 - Craftsmen,T - 17 - Samira -2022- Craftsmen,T - 11 - Abbey 2022 - Craftsmen,T-16-Camden 2022 - Craftsmen",4.0,1056012.0,6646.0,2207479,Construction,2022-09-20 14:58:01
1874  ,ELEVATION RD ,,Ward 21,4M-1693,,TAMARACK HOMES,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: T-19 Harmony 2022 - Craftsmen,T - 17 - Samira -2022- Craftsmen,T - 11 - Abbey 2022 - Craftsmen,T-16-Camden 2022 - Craftsmen",4.0,1056012.0,6646.0,2207479,Construction,2022-09-20 14:58:01
1876  ,ELEVATION RD ,,Ward 21,4M-1693,,TAMARACK HOMES,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: T-19 Harmony 2022 - Craftsmen,T - 17 - Samira -2022- Craftsmen,T - 11 - Abbey 2022 - Craftsmen,T-16-Camden 2022 - Craftsmen",4.0,1056012.0,6646.0,2207479,Construction,2022-09-20 14:58:01
1878  ,ELEVATION RD ,,Ward 21,4M-1693,,TAMARACK HOMES,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: T-19 Harmony 2022 - Craftsmen,T - 17 - Samira -2022- Craftsmen,T - 11 - Abbey 2022 - Craftsmen,T-16-Camden 2022 - Craftsmen",4.0,1056012.0,6646.0,2207479,Construction,2022-09-20 14:58:01
114  ,RIVERSTONE DR ,K2J5E3,Ward 22,4M-1146,27,OTTAWA CUSTOM POOLS,Single,Nepean,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2207480,Pool Enclosure,2022-09-20 15:27:58
656  ,PAAKANAAK AVE ,K1X,Ward 22,,PS533,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Spencer 2022 C,1.0,439788.0,2630.0,2207482,Construction,2022-09-20 15:56:47
2365  ,STONEY LANE ,K4C1B9,Ward 19,50M-99,8,***CONTRACTOR***,Detached Garage/Shed,Cumberland,Construct a storage shed (rear yard),0.0,35000.0,375.0,2207483,Construction,2022-09-21 08:49:42
2  ,BILL LEATHEM DR ,K2J0R3,Ward 22,,PT LOTS 17 & 18,BBS CONSTRUCTION (ONTARIO) LTD.,Mixed,Nepean,Construct a 1 storey addition and interior alterations to a 1 storey warehouse,0.0,1655403.88,14845.0,2207490,Construction,2022-09-21 09:14:03
6780  ,THIRD LINE RD S,K0A2E0,Ward 21,4M-,24,CONTRACTOR UNKNOWN,Single,Rideau,Construct a 1 storey detached dwelling,1.0,448504.31,2413.0,2207491,Construction,2022-09-21 09:17:32
4070  ,DEVINE RD ,K4B1S5,Ward 20,,26,CONTRACTOR UNKNOWN,Demolition,Cumberland,Demolition of 1 storey detached dwelling.,-1.0,10000.0,-1117.0,2207492,Demolition,2022-09-21 09:41:46
969  ,BECKTON HTS ,K2S2X5,Ward 6,tbd,10B,TAMARACK HOMES,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: M3530 (2020),1.0,449821.0,2690.0,2207493,Construction,2022-09-21 09:51:05
29  ,LISGAR ST ,K2P0B9,Ward 14,4M-,,ARC & SPARK ELECTRIC,Institutional,Old Ottawa,Interior alterations to a 4 storey institutional building (Lisgar Collegiate Institute - Door hold open devices),0.0,44000.0,1.0,2207494,Construction,2022-09-21 10:03:35
23  ,CLOUTIER ST ,K2J4T5,Ward 3,4M-1022,56,BURBRIDGE BUILDERS CORP.,Single,Nepean,Exterior alterations to a 2 storey detached dwelling (repair exterior wall),0.0,30000.0,0.0,2207495,Construction,2022-09-21 10:08:56
762  ,COPE DR ,K2S2P9,Ward 6,4M-1619,253,TAMARACK HOMES,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: T4441 (2022) Oxford III Traditional - Standard,1.0,503666.0,3012.0,2207496,Construction,2022-09-21 10:09:12
320  ,MEYNELL RD ,K0A2Z0,Ward 21,,159,MATTAMY DEVELOPMENT CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Woodland 2020 TN,1.0,355844.0,2128.0,2207497,Construction,2022-09-21 10:12:57
326  ,MEYNELL RD ,K0A2Z0,Ward 21,,162,MATTAMY DEVELOPMENT CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Woodland 2020 TN,1.0,355844.0,2128.0,2207498,Construction,2022-09-21 10:18:38
109  ,THE ROCKERY PRIV ,K1K3Y5,Ward 13,4M-,,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Interior alterations to a 2 storey rowhouse dwelling (Remove a load bearing wall),0.0,10000.0,112.0,2207499,Construction,2022-09-21 10:33:05
2775  ,ROWATT ST ,K2B6P2,Ward 7,110,9,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations in a 1 storey detached dwelling,0.0,5000.0,108.0,2207500,Construction,2022-09-21 11:01:40
1138  ,SHERMAN DR ,K2C2M4,Ward 8,372115,493,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations to a 1 storey detached dwelling,0.0,5000.0,0.0,2207501,Construction,2022-09-21 11:14:53
283  ,MOUNT NEBO WAY ,K1X0E1,Ward 22,4M-1601,301,CONTRACTOR UNKNOWN,Single,Gloucester,Interior alterations to a 2 storey detached dwelling (install pedestrian door in garage),0.0,4000.0,6.0,2207502,Construction,2022-09-21 11:26:58
371  ,RICHMOND RD ,K2A0E7,Ward 15,4M-,,CONTRACTOR UNKNOWN,Commercial,Old Ottawa,Tenant fit-up in a 1 storey commercial building (Bluboho Inc - Unit 371),0.0,300000.0,1485.0,2207503,Construction,2022-09-21 11:28:21
1954  ,GARDENWAY DR ,K4A2Z4,Ward 19,50M-162,53,MR. FOUNDATION INC,Single,Cumberland,Exterior alterations in the basement of a 2 storey detached dwelling (Repair existing window well and window),0.0,11200.0,10.0,2207504,Construction,2022-09-21 11:29:39
359  ,KANASHTAGE TERR ,K4A5J8,Ward 19,4M-1664,17,CDRG RED TEAM,Single,Cumberland,WINDSTORM 2022 - Exterior repairs to a 2 storey detached dwelling,0.0,40000.0,200.0,2207505,Construction,2022-09-21 11:36:36
1300  ,STITTSVILLE MAIN ST ,K2S1C3,Ward 6,4M-,,RICHARD ZIEGLER ARCHITECT INC,Retail,Goulbourn,Tenant fit up on the 1st floor of a 2 storey retail building (Unit 111 - Canna Cabana Inc),0.0,185000.0,1145.28,2207506,Construction,2022-09-21 11:37:12
2669  ,REGIONAL ROAD 174  ,K4C1R2,Ward 19,4M-,,CONTRACTOR UNKNOWN,Single,Cumberland,WINDSTORM 2022 - Exterior repairs to a 2 storey detached dwelling,0.0,10000.0,215.0,2207507,Construction,2022-09-21 11:41:50
2088  ,BANGOR ST ,K1G2X7,Ward 18,707,120,AQUA CLEAR POOL & SPA SERVICES INC.,Single,Old Ottawa,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2207508,Pool Enclosure,2022-09-21 11:49:36
1048  ,BOUCHER CRES ,K4M1B3,Ward 21,487,1,***CONTRACTOR***,Single,Rideau,Install an enclosure for a swim spa (side yard),0.0,0.0,0.0,2207509,Pool Enclosure,2022-09-21 11:50:36
29  ,KOLO DR ,K0A1B0,Ward 21,4M-485,7,***CONTRACTOR***,Single,Goulbourn,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2207510,Pool Enclosure,2022-09-21 12:01:13
1005  ,SHOWMAN ST ,K0A2Z0,Ward 21,,163,MATTAMY DEVELOPMENT CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Sycamore 2020 GE,1.0,400157.0,2393.0,2207511,Construction,2022-09-21 12:16:02
2197  ,TRAILWOOD DR ,K0A2T0,Ward 21,4M1209,8,MERMAID POOLS,Single,Rideau,Install an enclosure for a semi-inground pool  (rear yard),0.0,0.0,0.0,2207512,Pool Enclosure,2022-09-21 12:26:22
1439  ,BORTOLOTTI CRES ,K1B5C1,Ward 11,4M-273,PT LOT 36,CONTRACTOR UNKNOWN,Single,Gloucester,Interior alterations on the 2nd floor of a 2 storey detached dwelling (add bathroom),0.0,2360.0,45.0,2207513,Construction,2022-09-21 12:31:18
106  ,LENNOX ST S,K0A2Z0,Ward 21,D19,U51,CONTRACTOR UNKNOWN,Single,Goulbourn,Install an enclosure for a hot tub (rear yard),0.0,0.0,0.0,2207514,Pool Enclosure,2022-09-21 12:32:37
135  ,LILY POND ST ,K2M0J3,Ward 23,4M1468,61,"KRAIZGUR, IGOR",Single,Kanata,Alterations to install door at side of existing 2 storey house,0.0,15000.0,30.0,2207515,Construction,2022-09-21 12:40:42
543  ,FILLY TERR ,K0A2Z0,Ward 21,,210,MATTAMY DEVELOPMENT CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Wintergreen 2020 TN,1.0,360693.0,2157.0,2207516,Construction,2022-09-21 12:45:34
513  ,FILLY TERR ,K0A2Z0,Ward 21,,223,MATTAMY DEVELOPMENT CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Wintergreen 2020 TN,1.0,360693.0,2157.0,2207517,Construction,2022-09-21 12:46:36
537  ,FILLY TERR ,K0A2Z0,Ward 21,,212,MATTAMY DEVELOPMENT CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Magnolia 2020 GE,1.0,372064.0,2225.0,2207518,Construction,2022-09-21 12:47:57
