ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,Sq Ft,PERMIT#,APPL. TYPE,ISSUED DATE
100,DORIS CURRIE RD ,,Ward 5,424,19,***CONTRACTOR***,Single,West Carleton,Construct a 1 storey detached dwelling,1,346814.28,2074,1606130,Construction,2016-09-02 15:53
100,DORIS CURRIE RD ,,Ward 5,424,Pt lot 19,***CONTRACTOR***,Detached Garage/Shed,West Carleton,Construct a detached garage (rear yard),0,25000,2074,1606131,Construction,2016-09-02 15:54
6420,FLEWELLYN RD ,K2S1B6,Ward 21,,pt lot 21,CONTRACTOR UNKNOWN,Single,Goulbourn,Interior alterations to alter an existing secondary dwelling unit in a 2 storey detached dwelling,0,7500,477,1606132,Construction,2016-09-02 16:02
6,BERNIER TERR ,K2L2V2,Ward 23,4M-352,3,***CONTRACTOR***,Single,Kanata,Install an enclosure for an above ground pool (rear yard),0,0,0,1606133,Pool Enclosure,2016-09-02 16:22
70,ROTHWELL DR ,K1J7G6,Ward 11,652,152,ANDRE TOURANGEAU MECHANICAL,Single,Gloucester,PLUMBING ONLY - Changeover from Septic System in a detached dwelling,0,0,0,1606134,Construction,2016-09-06 8:32
29,LINDEN TERR ,K1S1Z1,Ward 17,4M-31,34,SIBERWOOD BUILDERS,Single,Old Ottawa,Interior alterations on the 1st floor of a 3 storey detached dwelling,0,45000,430.56,1606135,Construction,2016-09-06 8:37
2329,DUNNING RD ,K4C1L8,Ward 19,,3,***CONTRACTOR***,Detached Garage/Shed,Cumberland,Construct a detached garage,0,18000,1152,1606136,Construction,2016-09-06 9:23
512,RADIANT PRIV ,K2M0M9,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB-1 2016 E,BB2 2016 E-Int,BB-1 2016 E,BB-2 2016 E End,BB-2 2016 E End,BB2 2016 E-Int",12,2018531.2,15520,1606137,Construction,2016-09-06 9:54
514,RADIANT PRIV ,K2M0M9,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB-1 2016 E,BB2 2016 E-Int,BB-1 2016 E,BB-2 2016 E End,BB-2 2016 E End,BB2 2016 E-Int",12,2018531.2,15520,1606137,Construction,2016-09-06 9:54
516,RADIANT PRIV ,K2M0M9,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB-1 2016 E,BB2 2016 E-Int,BB-1 2016 E,BB-2 2016 E End,BB-2 2016 E End,BB2 2016 E-Int",12,2018531.2,15520,1606137,Construction,2016-09-06 9:54
518,RADIANT PRIV ,K2M0M9,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB-1 2016 E,BB2 2016 E-Int,BB-1 2016 E,BB-2 2016 E End,BB-2 2016 E End,BB2 2016 E-Int",12,2018531.2,15520,1606137,Construction,2016-09-06 9:54
520,RADIANT PRIV ,K2M0M9,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB-1 2016 E,BB2 2016 E-Int,BB-1 2016 E,BB-2 2016 E End,BB-2 2016 E End,BB2 2016 E-Int",12,2018531.2,15520,1606137,Construction,2016-09-06 9:54
522,RADIANT PRIV ,K2M0M9,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB-1 2016 E,BB2 2016 E-Int,BB-1 2016 E,BB-2 2016 E End,BB-2 2016 E End,BB2 2016 E-Int",12,2018531.2,15520,1606137,Construction,2016-09-06 9:54
800,ELEMENT PRIV ,K2M0M8,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB-1 2016 E,BB2 2016 E-Int,BB-1 2016 E,BB-2 2016 E End,BB-2 2016 E End,BB2 2016 E-Int",12,2018531.2,15520,1606137,Construction,2016-09-06 9:54
802,ELEMENT PRIV ,K2M0M8,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB-1 2016 E,BB2 2016 E-Int,BB-1 2016 E,BB-2 2016 E End,BB-2 2016 E End,BB2 2016 E-Int",12,2018531.2,15520,1606137,Construction,2016-09-06 9:54
804,ELEMENT PRIV ,K2M0M8,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB-1 2016 E,BB2 2016 E-Int,BB-1 2016 E,BB-2 2016 E End,BB-2 2016 E End,BB2 2016 E-Int",12,2018531.2,15520,1606137,Construction,2016-09-06 9:54
806,ELEMENT PRIV ,K2M0M8,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB-1 2016 E,BB2 2016 E-Int,BB-1 2016 E,BB-2 2016 E End,BB-2 2016 E End,BB2 2016 E-Int",12,2018531.2,15520,1606137,Construction,2016-09-06 9:54
808,ELEMENT PRIV ,K2M0M8,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB-1 2016 E,BB2 2016 E-Int,BB-1 2016 E,BB-2 2016 E End,BB-2 2016 E End,BB2 2016 E-Int",12,2018531.2,15520,1606137,Construction,2016-09-06 9:54
810,ELEMENT PRIV ,K2M0M8,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB-1 2016 E,BB2 2016 E-Int,BB-1 2016 E,BB-2 2016 E End,BB-2 2016 E End,BB2 2016 E-Int",12,2018531.2,15520,1606137,Construction,2016-09-06 9:54
799,ELEMENT PRIV ,K2M0M7,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB2 2016 E-Int,BB-2 2016 E End,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-2 2016 E End,BB2 2016 E-Int,BB-2 2016 E End,BB2 2016 E-Int,BB2 2016 E-Int,BB-2 2016 E End",12,2018531.2,15520,1606138,Construction,2016-09-06 10:00
801,ELEMENT PRIV ,K2M0M8,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB2 2016 E-Int,BB-2 2016 E End,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-2 2016 E End,BB2 2016 E-Int,BB-2 2016 E End,BB2 2016 E-Int,BB2 2016 E-Int,BB-2 2016 E End",12,2018531.2,15520,1606138,Construction,2016-09-06 10:00
803,ELEMENT PRIV ,K2M0M8,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB2 2016 E-Int,BB-2 2016 E End,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-2 2016 E End,BB2 2016 E-Int,BB-2 2016 E End,BB2 2016 E-Int,BB2 2016 E-Int,BB-2 2016 E End",12,2018531.2,15520,1606138,Construction,2016-09-06 10:00
805,ELEMENT PRIV ,K2M0M8,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB2 2016 E-Int,BB-2 2016 E End,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-2 2016 E End,BB2 2016 E-Int,BB-2 2016 E End,BB2 2016 E-Int,BB2 2016 E-Int,BB-2 2016 E End",12,2018531.2,15520,1606138,Construction,2016-09-06 10:00
807,ELEMENT PRIV ,K2M0M8,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB2 2016 E-Int,BB-2 2016 E End,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-2 2016 E End,BB2 2016 E-Int,BB-2 2016 E End,BB2 2016 E-Int,BB2 2016 E-Int,BB-2 2016 E End",12,2018531.2,15520,1606138,Construction,2016-09-06 10:00
809,ELEMENT PRIV ,K2M0M8,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB2 2016 E-Int,BB-2 2016 E End,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-2 2016 E End,BB2 2016 E-Int,BB-2 2016 E End,BB2 2016 E-Int,BB2 2016 E-Int,BB-2 2016 E End",12,2018531.2,15520,1606138,Construction,2016-09-06 10:00
845,ELEMENT PRIV ,K2M0M8,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB2 2016 E-Int,BB-2 2016 E End,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-2 2016 E End,BB2 2016 E-Int,BB-2 2016 E End,BB2 2016 E-Int,BB2 2016 E-Int,BB-2 2016 E End",12,2018531.2,15520,1606138,Construction,2016-09-06 10:00
847,ELEMENT PRIV ,K2M0M8,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB2 2016 E-Int,BB-2 2016 E End,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-2 2016 E End,BB2 2016 E-Int,BB-2 2016 E End,BB2 2016 E-Int,BB2 2016 E-Int,BB-2 2016 E End",12,2018531.2,15520,1606138,Construction,2016-09-06 10:00
849,ELEMENT PRIV ,K2M0M8,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB2 2016 E-Int,BB-2 2016 E End,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-2 2016 E End,BB2 2016 E-Int,BB-2 2016 E End,BB2 2016 E-Int,BB2 2016 E-Int,BB-2 2016 E End",12,2018531.2,15520,1606138,Construction,2016-09-06 10:00
851,ELEMENT PRIV ,K2M0M8,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB2 2016 E-Int,BB-2 2016 E End,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-2 2016 E End,BB2 2016 E-Int,BB-2 2016 E End,BB2 2016 E-Int,BB2 2016 E-Int,BB-2 2016 E End",12,2018531.2,15520,1606138,Construction,2016-09-06 10:00
853,ELEMENT PRIV ,K2M0M7,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB2 2016 E-Int,BB-2 2016 E End,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-2 2016 E End,BB2 2016 E-Int,BB-2 2016 E End,BB2 2016 E-Int,BB2 2016 E-Int,BB-2 2016 E End",12,2018531.2,15520,1606138,Construction,2016-09-06 10:00
855,ELEMENT PRIV ,K2M0M7,Ward 23,4M-,26,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: BB2 2016 E-Int,BB-2 2016 E End,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-1 2016 E,BB-2 2016 E End,BB2 2016 E-Int,BB-2 2016 E End,BB2 2016 E-Int,BB2 2016 E-Int,BB-2 2016 E End",12,2018531.2,15520,1606138,Construction,2016-09-06 10:00
100,HUNTERSWOOD CRES ,K1G5V9,Ward 10,4M-842,,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Finish the basement in a 1 storey detached dwelling,0,7000,48.43,1606139,Construction,2016-09-06 10:19
210,LINDA LOOP ,K0A2H0,Ward 5,849,45,CONTRACTOR UNKNOWN,Institutional,West Carleton,Construct a gazebo (Marathon Park),0,15000,215,1606140,Construction,2016-09-06 10:27
5665,SOUTH ISLAND PARK DR ,K4M1J3,Ward 21,497,12,CONTRACTOR UNKNOWN,Single,Rideau,Construct a 2 storey detached dwelling,1,348259.8,3124.4,1606141,Construction,2016-09-06 11:17
145,LORETTA AVE N,K1Y2J7,Ward 15,73,5 to 8,CONTRACTOR UNKNOWN,Industrial,Old Ottawa,"Tenant fit-up in a 2 storey industrial building (Ground floor, Unit 1-145, Vimy Brewing Company)",0,12700,8450,1606142,Construction,2016-09-06 11:33
638,PEPPERVILLE CRES ,K2M0E8,Ward 23,4M-1383,,***CONTRACTOR***,Rowhouse,Kanata,Construct a sundeck (rear yard),0,6000,56,1606143,Construction,2016-09-06 11:39
1784,OLD CARP RD ,K0A1L0,Ward 5,,,HOLITZNER CUSTOM HOMES LTD.,Single,West Carleton,Construct a 2 storey detached dwelling,1,513030.96,3068,1606144,Construction,2016-09-06 11:44
395,RICHMOND RD ,K2A0E9,Ward 15,179,1,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Tenant fit-up in a 1 storey retail building (Secondary Learning Institute - Suite 397B),0,100000,3698,1606145,Construction,2016-09-06 12:18
518,KATNICK WAY ,K2T0E5,Ward 4,4M-1380,128,CONTRACTOR UNKNOWN,Single,Kanata,Finish the basement in a 2 storey detached dwelling,0,43997.44,1184,1606146,Construction,2016-09-06 12:24
385,WILBROD ST ,K1N6M6,Ward 12,4M-6,33 & PT LOT 32,HERITAGE CARPENTRY & JOINEERY COMPANY INC,Duplex,Old Ottawa,Repair front porch on a 2 storey duplex dwelling,0,2000,70,1606147,Construction,2016-09-06 13:28
4,AVA RD ,K1K3E4,Ward 13,M85,317,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations to a 2 storey detached dwelling,0,15000,50,1606148,Construction,2016-09-06 13:56
22,SPADINA AVE ,K1Y2B6,Ward 15,73,4,***CONTRACTOR***,Single,Old Ottawa,Interior alterations on the 2nd and 3rd floor of a four unit low rise apartment building,0,30000,655,1606149,Construction,2016-09-06 14:18
1150,GLADSTONE AVE ,K1Y3H6,Ward 15,94,18,AZCOR INC.,Retail,Old Ottawa,Construct a mezzanine office and crawl space in a 1 storey repair garage,0,10000,253.86,1606151,Construction,2016-09-06 14:48
1600,DES GRIVES CRES ,K1C5C1,Ward 2,4M-502,23,"HEWITT, JONATHAN",Single,Gloucester,Interior alterations in a 2 storey detached dwelling (add window in side yard),0,1230,15,1606152,Construction,2016-09-06 14:57
45,TULANE CRES ,K2J2G2,Ward 3,M-207,69,***CONTRACTOR***,Single,Nepean,Exterior alterations to add a new side window to garage on a 2 storey detached dwelling,0,250,0,1606153,Construction,2016-09-06 15:22
601,BARRY HELMAN CRES ,K2J0R1,Ward 3,4M1513,153,TARTAN HOMES CORPORATION,Single,Nepean,Construct a 2 storey detached dwelling,1,389120.94,2327,1606154,Construction,2016-09-06 15:41
581,CINNAMON CRES ,K0A2H0,Ward 5,4M-1434,13,***CONTRACTOR***,Single,West Carleton,Construct a 2 storey detached dwelling,1,620979.83,3713.55,1606155,Construction,2016-09-06 15:57
6269,SUNDOWN CRES ,K1C1C6,Ward 1,889,76,BYTOWN FENCES & DECKS,Single,Gloucester,Install an enclosure for an above ground pool (rear yard),0,0,0,1606156,Pool Enclosure,2016-09-07 8:34
107,ELFIN GROVE ,K2V0B8,Ward 6,4M1503,12,EQ HOMES,Single,Goulbourn,Construct a 1 storey detached dwelling,1,313964.84,2499,1606157,Construction,2016-09-07 8:37
100,MALVERN DR ,K2J2G5,Ward 3,M194,,CONTRACTOR UNKNOWN,Institutional,Nepean,Exterior alterations (rooftop guardrail) to a 2 storey recreational complex (Walter Baker Sports Centre),0,35000,79.65,1606158,Construction,2016-09-07 9:43
739,BROME CRES ,K4A3G9,Ward 1,50M-172,21,GO HOME CONTRACTING INC,Single,Cumberland,Interior alterations to a 2 storey detached dwelling,0,15000,65,1606159,Construction,2016-09-07 10:02
462,ROCHEFORT CIR ,K4A0M9,Ward 19,4M-1376,,GO HOME CONTRACTING INC,Single,Cumberland,Interior alterations to a 2 storey detached dwelling (main floor kitchen renovations),0,15000,280,1606160,Construction,2016-09-07 10:05
632,MUTUAL ST ,K1K1C4,Ward 13,659,13,GO HOME CONTRACTING INC,Single,Old Ottawa,Remove and replace existing sunroom (rear),0,30000,153,1606161,Construction,2016-09-07 10:09
902,RAFTSMAN LANE ,K1C2V8,Ward 1,M-216,282,MERMAID POOLS (OGILVIE ROAD),Single,Gloucester,Install an enclosure for an above ground pool (rear yard),0,0,0,1606162,Pool Enclosure,2016-09-07 10:33
608,SUMMERHILL ST ,K4M0C2,Ward 22,4M-1493,20,R. MARKUT CONSTRUCTION,Single,Gloucester,Construct a deck (rear yard),0,20000,395,1606163,Construction,2016-09-07 10:50
6583,EMPIRE GROVE ST ,K4P1G6,Ward 20,4M-640,2,***CONTRACTOR***,Single,Osgoode,Construct a 1 storey detached dwelling,1,516393.94,4807,1606164,Construction,2016-09-07 11:04
2564,RIVER MIST RD ,K2J6E9,Ward 21,,114,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 36-06 Stanley 2014 C,1,362978,2442,1606165,Construction,2016-09-07 11:25
206,FIFTH AVE ,K1S2N2,Ward 17,106709,3,***CONTRACTOR***,Single,Old Ottawa,Interior alterations in a 2 storey detached dwelling,0,7500,100,1606166,Construction,2016-09-07 11:52
39,NORTHPARK DR ,K1B3R7,Ward 2,832,700,***CONTRACTOR***,Detached Garage/Shed,Gloucester,Construct a garden gazebo (rear yard),0,5000,168,1606167,Construction,2016-09-07 12:38
643,HOCHELAGA ST ,K1K2E8,Ward 13,4M-22,23,"BRUYERE, PHIL",Apartment,Old Ottawa,"Exterior alterations to a 2 storey, 4 unit apartment building (Remove flat roof and replace with pitched roof)",0,9000,1614.59,1606168,Construction,2016-09-07 12:41
100,BAYSHORE DR ,K2B8C1,Ward 7,,PT LOT 17,JAG BUILDING GROUP INC.,Retail,Nepean,"Tenant fit-up on the grd floor of a 3 storey retail building (Bayshore, Peoples Platinum., Unit # BX3A)",0,120000,2464.94,1606169,Construction,2016-09-07 13:08
856,MELWOOD AVE ,K2A3C3,Ward 7,498,33,SPLASH POOLS & SPAS,Single,Old Ottawa,Install an enclosure for an inground pool (rear yard),0,0,0,1606170,Pool Enclosure,2016-09-07 13:08
300,EAGLESON RD ,K2M1C9,Ward 23,,,P-SQUARED CONCEPTS INC,Retail,Kanata,Exterior alterations to a retail building (storefront glazing system - Ottawa Travel),0,7600,21,1606171,Construction,2016-09-07 13:39
1545,CARLING AVE ,K1Z8P9,Ward 15,42,12 & 13,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit-up on the 3rd floor of a 7 storey office building (Midwire Interior),0,165252.53,4413.2,1606172,Construction,2016-09-07 14:00
132,WILD CALLA WAY ,K1W0K3,Ward 2,4M-1545,,RICHCRAFT RENTALS,Rowhouse,Gloucester,Construct a block of 3 storey 10 unit townhomes,10,1946998.2,14970,1606173,Construction,2016-09-07 14:10
134,WILD CALLA WAY ,K1W0K3,Ward 2,4M-1545,,RICHCRAFT RENTALS,Rowhouse,Gloucester,Construct a block of 3 storey 10 unit townhomes,10,1946998.2,14970,1606173,Construction,2016-09-07 14:10
136,WILD CALLA WAY ,K1W0K3,Ward 2,4M-1545,,RICHCRAFT RENTALS,Rowhouse,Gloucester,Construct a block of 3 storey 10 unit townhomes,10,1946998.2,14970,1606173,Construction,2016-09-07 14:10
138,WILD CALLA WAY ,K1W0K3,Ward 2,4M-1545,,RICHCRAFT RENTALS,Rowhouse,Gloucester,Construct a block of 3 storey 10 unit townhomes,10,1946998.2,14970,1606173,Construction,2016-09-07 14:10
140,WILD CALLA WAY ,K1W0K3,Ward 2,4M-1545,,RICHCRAFT RENTALS,Rowhouse,Gloucester,Construct a block of 3 storey 10 unit townhomes,10,1946998.2,14970,1606173,Construction,2016-09-07 14:10
233,DRAGONFLY WALK ,K1W0K3,Ward 2,4M-1545,,RICHCRAFT RENTALS,Rowhouse,Gloucester,Construct a block of 3 storey 10 unit townhomes,10,1946998.2,14970,1606173,Construction,2016-09-07 14:10
235,DRAGONFLY WALK ,K1W0K3,Ward 2,4M-1545,,RICHCRAFT RENTALS,Rowhouse,Gloucester,Construct a block of 3 storey 10 unit townhomes,10,1946998.2,14970,1606173,Construction,2016-09-07 14:10
237,DRAGONFLY WALK ,K1W0K3,Ward 2,4M-1545,,RICHCRAFT RENTALS,Rowhouse,Gloucester,Construct a block of 3 storey 10 unit townhomes,10,1946998.2,14970,1606173,Construction,2016-09-07 14:10
239,DRAGONFLY WALK ,K1W0K3,Ward 2,4M-1545,,RICHCRAFT RENTALS,Rowhouse,Gloucester,Construct a block of 3 storey 10 unit townhomes,10,1946998.2,14970,1606173,Construction,2016-09-07 14:10
241,DRAGONFLY WALK ,K1W0K3,Ward 2,4M-1545,,RICHCRAFT RENTALS,Rowhouse,Gloucester,Construct a block of 3 storey 10 unit townhomes,10,1946998.2,14970,1606173,Construction,2016-09-07 14:10
606,GABRIOLA WAY ,K2T0M2,Ward 4,4M1556,173,CARDEL HOMES INC. OTTAWA DIVISION,Single,Kanata,Construct a 2 storey detached dwelling,1,371228.4,2220,1606174,Construction,2016-09-07 14:38
935,EVE ST ,K1K4C3,Ward 13,4M-640,,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling,2,692662.4,5032,1606175,Construction,2016-09-07 14:54
937,EVE ST ,K1K4C3,Ward 13,4M-640,,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling,2,692662.4,5032,1606175,Construction,2016-09-07 14:54
14,AQUAMARINE PRIV ,,Ward 2,4M-,39,ATTOLLO HOMES,Semi - Detached,Gloucester,Construct a 2 storey semi-detached dwelling,2,534903.34,4650.6,1606177,Construction,2016-09-07 15:07
16,AQUAMARINE PRIV ,,Ward 2,4M-,39,ATTOLLO HOMES,Semi - Detached,Gloucester,Construct a 2 storey semi-detached dwelling,2,534903.34,4650.6,1606177,Construction,2016-09-07 15:07
162,NORICE ST ,K2G2Y4,Ward 8,,,***CONTRACTOR***,Single,Nepean,Construct a 2 storey detached dwelling,1,501660,3000,1606178,Construction,2016-09-07 15:07
4100,ALBION RD ,K1T3W1,Ward 22,682,1,***CONTRACTOR***,Industrial,Gloucester,Construct a 1 storey storage building,0,58266.88,896,1606179,Construction,2016-09-07 15:28
616,GABRIOLA WAY ,K2T0M2,Ward 4,4M-1556,178,CARDEL HOMES INC. OTTAWA DIVISION,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Middleton 2015,1,383491,2580,1606180,Construction,2016-09-07 15:33
228,HUNT CLUB RD ,K1V1C1,Ward 10,4M-,,VCL CONSTRUCTION,Retail,Old Ottawa,Tenant fit up on the ground floor of a 2 storey retail building (Bldg C - Global Pets),0,95000,2152,1606181,Construction,2016-09-07 15:49
38,HOPEWELL AVE ,K1S2Y8,Ward 17,115,17,JONNY BUILDS INC,Single,Old Ottawa,Construct a 1 storey addition to a 2 storey detached dwelling (rear yard),0,40132.8,240,1606182,Construction,2016-09-07 16:41
567,ROSEHILL AVE ,K2S0E8,Ward 6,4M-1323,87,***CONTRACTOR***,Single,Kanata,Install an enclosure for a hot tub (rear yard),0,0,0,1606183,Pool Enclosure,2016-09-08 8:38
81,STEVENSON AVE ,K1Z6N3,Ward 16,4M-332,30,CONTRACTOR UNKNOWN,Detached Garage/Shed,Old Ottawa,Remove and replace the walls and doors of a detached garage (rear yard),0,10000,387.5,1606184,Construction,2016-09-08 8:51
76,INVERARY DR ,K2K2S1,Ward 4,4M-777,,FIRST GENERAL SERVICES,Single,Kanata,Repairs to a 2 storey detached dwelling due to fire,0,60000,623,1606185,Construction,2016-09-08 8:52
1252,RIDEOUT CRES ,K2C2X7,Ward 8,370031,98-99,DESNIC CONSTRUCTION,Single,Old Ottawa,Construct a 1 storey addition to a 1 storey detached dwelling (sunroom rear yard),0,14213.7,85,1606186,Construction,2016-09-08 9:01
265,CARLING AVE ,K1S2E1,Ward 17,54,11 &12,DORAN CONTRACTORS LTD.,Office,Old Ottawa,Interior alterations on the 8th floor of an 8 storey office building,0,413521,5995.49,1606187,Construction,2016-09-08 9:07
128,CAMBIE RD ,K1X0A6,Ward 22,,11,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 31-07-1 A,1,312887,2105,1606188,Construction,2016-09-08 9:11
5001,DUNNING RD ,K4B1J1,Ward 19,5,5,TOP HAT HOME COMFORT SERVICES,Single,Cumberland,Exterior alterations to a 1 storey detached dwelling (replace chimney),0,3000,0,1606189,Construction,2016-09-08 9:57
16,REGENT ST ,K1S2R5,Ward 17,M-10,D,"LEPINE, YVES",Apartment,Old Ottawa,Remove and replace the 1st storey of a 2 storey porch on a 2 storey apartment building (front yard),0,8000,150,1606190,Construction,2016-09-08 10:37
1463,RICHMOND RD ,K2B6R9,Ward 7,427924,,TERLIN CONSTRUCTION LTD.,Retail,Old Ottawa,Tenant fit up in a 2 storey retail building (Popeyes Chicken),0,200000,1938.28,1606191,Construction,2016-09-08 10:58
190,ANNAPOLIS CIR ,K1V1Z1,Ward 16,4M-1165,32,AQUA CLEAR,Single,Old Ottawa,Install an enclosure for an inground pool (rear yard),0,0,0,1606192,Pool Enclosure,2016-09-08 11:05
1763,FISHER AVE ,K2C1Y1,Ward 16,313496,97,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2 storey detached dwelling,1,561232.13,3356.25,1606193,Construction,2016-09-08 11:22
122,LAVAL ST ,K1L7Z4,Ward 12,M-36,39,CONTRACTOR UNKNOWN,Single,Vanier,Construct a 2nd storey addition to a 1 storey detached dwelling,0,96459.38,629,1606194,Construction,2016-09-08 11:39
7,CARLETON CATHCART ST ,K2S1N5,Ward 6,779,1,***CONTRACTOR***,Single,Goulbourn,Construct a secondary dwelling and convert garage to living space in a 2 storey detached dwelling,1,15000,1160,1606195,Construction,2016-09-08 11:47
116,MCCONNELL LANE ,K0A3M0,Ward 5,417,55,***CONTRACTOR***,Single,West Carleton,Interior alterations to the basement of a 1 storey detached dwelling (add office and storage room),0,8000,250,1606196,Construction,2016-09-08 12:01
116,MCCONNELL LANE ,K0A3M0,Ward 5,417,55,"STULIC, SHEILA",Single,West Carleton,Interior alterations to the basement of a 1 storey detached dwelling (add office and storage room),0,8000,250,1606196,Construction,2016-09-08 12:01
116,"TOURNESOLS, COUR DES  ",,Ward 2,4M-1545,47,GEMLIE POOLS,Single,Gloucester,Install an enclosure for an inground pool,0,0,0,1606197,Pool Enclosure,2016-09-08 12:02
4831,PIPERVILLE RD ,K0A1K0,Ward 19,,14,GEMLIE POOLS,Single,Gloucester,Install an enclosure for an inground pool (rear yard),0,0,0,1606198,Pool Enclosure,2016-09-08 12:03
